name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Mohit General Store,general_store,MED,,,5,5,"F3M9+JCG, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3860280073988473752&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mohit Kashyap,car_dealer,MED,093688 37652,,5,2,"95, Phase IV, Udyog Vihar, Sector 18, , Shahpur, Phase IV, Sector Tikona, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9019890539378758503&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mom had Ajam,pharmacy,MED,073035 99143,,,,"Maruti Udyog, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1040999917919644105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mom's Star Preparatory School,preschool,MED,,,,,"1365, Maruti Vihar, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=14860023046199786035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Momentz,gift_shop,MED,098186 83000,https://www.momentz.in/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4,57,"A 14/9, Golf Course Rd, opposite MEGA MALL, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4829375099628661135&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Momo king,fast_food_restaurant,HIGH,092201 27333,,,,"01, Ram Maher Residency, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12453372086123602745&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Momo master,corporate_office,MED,,,,,"opp. SP Infocity, Kapas Hera Estate, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=14931802050477639206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Moms Table,restaurant,HIGH,,,,,"Block 5, Commercial Site, DLF City Phase 3 Rd, Ambience Island, Sector 25 A, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18001394283738283051&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Money Studio,consultant,MED,098914 88201,https://moneystudio.in/,5,2,"Suite no 9 Ground Floor, Edmonton Mall, The Bristol Hotel, Mehrauli-Gurgaon Rd, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3920792685204127355&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MoneyGram,finance,MED,098687 75986,https://www.moneygram.com/r/in/en?utm_source=google&utm_medium=organic&utm_campaign=gbp,1,1,"G/F L-25, KH NO 723, 2 NH, DLF Phase 2, MAHIPALPUR, New Delhi, Gurugram, Delhi 122002, India",https://maps.google.com/?cid=10584584577748089649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Monisha Bhatia,astrologer,LOW,,http://monishab.in/,4,8,"House No 2, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12529893433032315178&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Monu Kumar,child_care_agency,MED,087707 37937,,,,"7/75, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9136333249972758040&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Monu Medical Store,drugstore,MED,097171 16411,,3.9,12,"Ravindra Marg, Nathupur Subji Mandi, DLF Phase-III, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=10850156555351412882&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mosarak Bartan Bhandar,hardware_store,MED,088514 62536,,,,"Shop No 8, 3, near by Chaudhary Chander White House, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=8841862426646186323&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Mother Dairy Milk Shop - Sector 25, Gurugram",food_store,MED,1800 180 1018,https://booth.motherdairy.com/%20mother-dairy/gurugram/Sector-25/mother-dairy-milk-shop-in-Sector-25-gurugram--5HR1Tx/home,4.3,176,"Booth No 901, L5, L-9, nearby SIPS Guest House, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13501208255520219698&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mothers' Mount Preschool & Daycare,preschool,MED,099711 30067,http://www.mothersmountschool.com/,5,52,"Media Campus, Shankar Chowk Rd, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9755703986982200894&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Motilal Oswal Financial Services Limited,finance,MED,079 4272 7429,https://stockbroker.motilaloswal.com/motilal-oswal-financial-services-limited-sreeram-veeramani-stock-broker-mg-road-gurugram-500933/Home?utm_source=locator&utm_medium=googleplaces,,,"Door No 742, No 61742, Namely Collis Court, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6823753569272409391&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Move to Ways,corporate_office,MED,099196 24368,http://movetoways.com/,,,"2N Block 5th floor, Udyog Vihar II Rd, near radical mind tower, Udyog Vihar Phase 1, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=18146412916333895875&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MPA-Mehta Print Arts Pvt. Ltd,corporate_office,MED,0124 234 6477,,4.7,3,"15/1 Milestone Old Delhi-Gurgaon Road, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=2281600417259141554&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mr. M,corporate_office,MED,,,2,2,"V21/16, Lane Number V-21, Block V, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13680823563800843967&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MR.DIY,home_improvement_store,MED,1800 532 2829,https://www.mrdiy.co.in/,3.9,51,"MR.DIY, MGF, Second Floor, MGF Metropolitan Mall, Mehrauli-Gurgaon Rd, Heritage City, Sector 25, Sarhol, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=15004875845760359006&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MS AC WORK,point_of_interest,LOW,,,,,"Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5106420679693573226&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MS Furniture,manufacturer,LOW,,,2,4,"Furniture Market, in front of flyover, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8156816982408259629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MSIL - Material Gate,manufacturer,LOW,,,5,1,"F3VG+6P7, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16482806631164855820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MSIL Employees Parking Lot,manufacturer,LOW,,,5,3,"Gate 1, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8926982491401460275&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MSIL JV gate,manufacturer,LOW,,,4,2,"F3WG+FR4, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1360064695436049604&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mughal Sarai (Authentic Mughlai),north_indian_restaurant,HIGH,088606 44837,http://mugalsarai.dotpe.in/,4.5,68,"Club Essel Tower, Essel Towers, Mehrauli-Gurgaon Rd, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=15180943864773972803&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mukesh Gujjar,general_store,MED,096715 24716,,5,1,"Shop No.2, Near, Peer Baba Chowk, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4927631586543157519&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mukul Sharma Catering Service,catering_service,LOW,,,,,"We Work, Blue 1 Square, near Cyber Hub, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10168348439475944148&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Multi Techno Services,manufacturer,LOW,098739 19052,http://www.multitechnoservices.com/,,,"210, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15408432625707181686&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Munazir khan Refrigerator & Ac Service,service,LOW,075368 22700,https://munazir-khan.grexa.site/,4.9,28,"Lovely cyber cafe, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16184663171808119075&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Muncipal Office,,LOW,,,3,2,"1, Old Delhi Gurugram Rd, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10415122473440186379&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Municipal Corporation Department HooliganismToll (MCD Tax),toll_station,LOW,011 2507 4100,,3,1231,"G36R+CXW, Gurgaon - Delhi Expy, Rajokri Village, Rajokri, Gurugram, Delhi 122016, India",https://maps.google.com/?cid=9867876036451481659&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Munjal Showa Limited (Hero Group),manufacturer,LOW,0124 478 3000,,3.8,368,"9-11, Sub. Major Laxmi Chand Rd, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17104221496389720040&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Munna Cold Drinks, New Delhi",general_store,MED,089204 38567,,4.2,35,"G39W+54G, Gurgaon - Delhi Expy, D Block, Rajokri Village, Rajokri, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=5120448915999679846&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Munna Kumar,point_of_interest,LOW,,,3,2,"Shop No -14, near Sahara Mall, Sector 28, Chakkarpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10820967855951991605&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Music Masti Shanti,school,MED,088006 94445,,,,"27, N-14, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6807564649051089924&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Muskan Danto Ka Aspatal,dental_clinic,LOW,092509 08344,,,,"Gurugram, Shop No. 1, Jyoti Market, Shani Durga Mandir Chakkarpur, A Block, Chakkarpur, Sector 28, Gurugram Delhi, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5014377171958796987&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Muskan traders,furniture_store,MED,097115 05076,,5,1,"Bhairo Mandir, Nathupur, Sector 24, Gurugram, Haryana 122022, India",https://maps.google.com/?cid=8451640849043012733&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MUSSHK,cosmetics_store,MED,080 6591 3405,https://musshk.com/,4.3,3,"House No .1816, Flat No .401, Sector 17A, Lane 10, Electronic City, Phase IV, Sukhrali, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7382561308350098304&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mustakin tea stall,medical_clinic,LOW,,,,,"U-47/19 20, Baba Bhagwan Shahai Marg, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=1342827231535293150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Muzaffarnagar,apartment_complex,LOW,,,5,2,"932, Sector 22 Rd, Sector 22B, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1295333612325777458&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
My work,government_office,LOW,,http://9.84.195.27/,,,"AIHP Tower, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13652546916202069675&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Mychoize,corporate_office,MED,,,,,"G328+CV6, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15492836778773012112&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MyChoize - Self Drive Car Rentals in Gurgaon,car_rental,MED,095123 41234,https://www.mychoize.com/self-drive-car-rentals-delhi?utm_source=google_maps&utm_campaign=maps_listing,4.7,1320,"Plot No 12, near Munjals Shobha Maruti Indl. Area, Udyog Vihar, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10797259946491878474&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Myer Asia office,corporate_office,MED,,,,,"22, Heritage City, Sector 25, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=1470424297589665778&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MYndfirst,medical_clinic,LOW,099900 74440,,,,"5, L-5, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13813331424840228698&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Myo Physio At Home - Physiotherapy At Home, Physiotherapist in gurugram",physiotherapist,MED,094661 38704,http://myophysio.in/,4.9,47,"M.A-53, Moulsari Ave, DLF Phase 3, Road, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1038059852523925877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"MyRaasta - RN Sports - Car Service Center on Golf Course Road, Gurugram",car_repair,MED,096820 08200,https://workshop.myraasta.in/myraasta-rn-sports-car-service-center-on-golf-course-road-gurugram-car-service-station-golf-course-road-gurugram-335005/Home,,,"54, Golf Course Rd, near Rapid Metro Station Dlf Phase 2, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=918864420986187301&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
N8ive India,,LOW,097170 64001,https://n8ive.in/,,,"Beyond just work, plot number 378-379, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=8857661427117048477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Na,bakery,HIGH,,http://na.com/,5,1,"Udyog Bhawan Metro Station Udyog Bhawan, Central Secretariat, Phase IV, Udyog Vihar, Sector 18, New Delhi, Gurugram, Delhi 122015, India",https://maps.google.com/?cid=7659911434942605414&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naagar Estate,general_contractor,MED,,,,,"N14/23, Block N, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16767384830149578759&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NAB Global Innovation Centre India,,MED,,https://www.nab.com.au/,4.2,63,"Building 3, DLF Downtown, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=8704040653050558310&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nachi Technology India Pvt Ltd,corporate_office,MED,0124 450 2900,https://www.nachi-india.com/,4.7,11,"Unit No 108, 1st Floor Sewa Corporate Park, Mehrauli-Gurgaon Rd, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5728709740427216729&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nachle India,service,LOW,,,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=447589778294661306&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nagar Bhavan,general_contractor,LOW,,,,,"F3QH+QP8, Sector 18, Gurugram, Shahpur, Haryana 122015, India",https://maps.google.com/?cid=8860733228164931153&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nagarro,,LOW,,https://www.nagarro.com/en,4.5,1526,"Plot 6B, Sub. Major Laxmi Chand Rd, Maruti Udyog, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3479226795469232469&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nagendra pratap singh,association_or_organization,LOW,,,,,"D-28, 105, Street Number 28, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4237258950709787633&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naim Hair Cutting Saloon,hair_salon,HIGH,099582 65762,,,,"Shop No 12, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16881380112692553190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nalanda FOUNDATION,corporate_office,MED,011 4128 1100,,5,1,"2/1, K-5 Rd, Mushedpur, Heritage City, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5776417694610897183&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nalwa pg,hotel,HIGH,,,,,"no. 1, Maruti gate, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13981716630515757089&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naman,association_or_organization,LOW,,,5,1,"U28A/4-5, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14167630339306923422&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
NAMASCRAY,bar,HIGH,,,5,2,"G35Q+7HV, Phase II, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11244066795175121910&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Namaste PG Flats,apartment_complex,LOW,,,5,1,"A, 3, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11541436541284746446&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nambardar Farm,farmstay,HIGH,,,,,"Rajokri Village, Rajokri, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=7878440851073282460&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nani home,service,LOW,,,5,1,"F4G2+G8V, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4650434178237106123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Narayan Fast Food,food_court,HIGH,099582 14320,,5,1,"Sec 21 Vaco, Binary Candor, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10222797787254170664&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naresh general store,general_store,MED,,,3,1,"Yadav Park, Rajokri Village, Nangloi, New Delhi, Delhi 110038, India",https://maps.google.com/?cid=12057167633985810511&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nasim Grocery,general_store,MED,,,,,"2428, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3718785919322922639&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nasruddin,,LOW,091930 35368,,,,"Kapas Hera Estate, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14134095106911623232&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nasrul,bakery,HIGH,,,5,1,"Belvedere Towers, DLF Cyber City, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15709877642531309362&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nathupur Cricket Ground,athletic_field,LOW,,,4.1,34,"F4Q6+QCP, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3574607499266468684&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nathupur Police Chowki,government_office,LOW,,,2.7,15,"U/5/33, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13058480870776346464&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nathupur wrestling akhada,sports_school,LOW,,,5,1,"F4R6+2P8, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13651304938049387948&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
National Centre For Cold Chain Development (NCCD),government_office,LOW,0124 297 9650,https://www.nccd.gov.in/,5,1,"85, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15145977963578084985&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
National Horticulture Board,government_office,LOW,0124 234 2992,http://nhb.gov.in/,3.9,42,"Plot No. 85, Institutional Area, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9149623061304333987&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naturesum,store,MED,078381 97122,https://naturesum.com/,5,1,"A16/3, A - 12, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9752926923175299391&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naveen building,private_guest_room,HIGH,,,5,1,"42, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8856450857832241365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Naveen Ranga,tea_store,MED,098132 93404,,,,"Shop No, 1, Old Delhi Gurugram Rd, Noble Enclave, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9976983521591143194&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Navin Jain's Home,condominium_complex,LOW,,,,,"Caitriona Apartments, I-602, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10745280263383393420&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
